
26	36	1
26	43	1
26	46	2
26	51	2
26	73	1
26	93	2
26	94	1
26	103	2
27	5	2
27	8	4
27	25	4
27	29	4
27	43	4
27	46	1
27	66	1
27	69	4
27	76	2
27	86	3
27	107	3
28	9	1
28	16	2
28	26	2
28	46	3
28	47	4
28	48	2
28	51	2
28	74	2
28	76	2
28	81	3
28	91	2
29	13	1
29	14	2
29	31	3
29	35	3
29	53	1
29	68	1
29	72	3
29	92	3
29	94	2
29	106	3
29	108	3
30	7	1
30	9	4
30	26	4
30	42	1
30	51	4
30	60	3
30	66	2
30	81	2
30	86	1
30	92	1
30	110	2
31	5	2
31	24	3
31	41	3
31	45	4
31	60	1
31	66	4
31	70	2
31	83	3
31	86	4
31	104	4
31	112	1
32	10	4
32	16	1
32	29	3
32	40	4
32	53	2
32	74	3
32	80	4
32	86	1
32	92	3
32	94	4
32	106	3
33	3	4
33	5	3
33	12	1
33	25	1
33	37	4
33	41	4
33	46	4
33	47	4
33	60	4
33	82	4
33	103	4
34	2	4
34	5	3
34	16	4
34	21	2
34	22	4
34	29	4
34	58	4
34	80	4
34	81	4
34	93	4
34	105	4
35	5	2
35	8	4
35	25	2
35	29	3
35	43	2
35	60	3
35	66	4
35	69	4
35	76	4
35	86	1
35	107	4
36	10	4
36	11	4
36	12	4
36	17	4
36	21	1
36	68	1
36	74	4
36	79	4
36	87	4
36	99	4
36	104	3
37	1	1
37	4	1
37	16	1
37	18	1
37	40	1
37	68	1
37	86	2
37	94	1
37	104	1
37	109	1
37	111	1
38	1	4
38	15	2
38	36	1
38	37	3
38	47	4
38	60	3
38	73	3
38	74	2
38	86	2
38	104	2
38	110	1
39	3	1
39	9	1
39	12	1
39	19	1
39	26	1
39	47	1
39	51	3
39	60	3
39	82	1
39	94	3
39	95	1
40	10	3
40	11	3
40	12	3
40	17	3
40	21	3
40	66	3
40	68	1
40	74	3
40	83	3
40	99	3
40	104	3
41	10	2
41	25	3
41	43	2
41	45	1
41	58	2
41	62	4
41	73	1
41	76	2
41	87	1
41	89	2
41	104	3
42	7	4
42	9	3
42	21	4
42	26	4
42	47	4
42	65	4
42	74	4
42	87	4
42	89	4
42	103	4
42	107	3
43	5	2
43	36	4
43	43	2
43	46	4
43	60	2
43	62	4
43	67	4
43	76	4
43	97	2
43	103	2
43	112	2
44	10	4
44	11	1
44	17	4
44	21	2
44	49	4
44	66	3
44	68	4
44	74	1
44	83	1
44	99	1
44	104	2
45	40	1
45	44	3
45	48	1
45	76	2
45	80	2
45	83	1
45	86	4
45	92	2
45	99	1
45	103	2
45	112	2
46	9	1
46	12	1
46	26	2
46	29	3
46	47	3
46	51	4
46	52	3
46	85	3
46	96	3
46	103	3
46	112	3
47	5	1
47	12	2
47	17	1
47	41	1
47	75	1
47	81	1
47	82	1
47	101	2
47	102	2
47	105	1
47	112	1
48	8	1
48	113	1
48	28	1
48	30	1
48	41	1
48	53	1
48	56	2
48	68	3
48	71	3
48	86	4
48	105	1
49	9	2
49	16	2
49	26	4
49	46	1
49	47	3
49	48	3
49	51	3
49	74	3
49	76	2
49	81	3
49	91	3
50	7	2
50	9	2
50	21	2
50	26	3
50	47	2
50	65	4
50	74	4
50	87	4
50	89	4
50	103	4
50	107	4
51	5	2
51	16	1
51	12	1
51	18	2
51	43	1
51	53	3
51	72	1
51	74	4
51	76	4
51	83	4
51	112	4
52	1	3
52	5	2
52	7	3
52	12	3
52	15	2
52	25	3
52	61	2
52	76	1
52	90	3
52	103	3
52	104	1
53	13	4
53	14	2
53	31	2
53	35	2
53	53	4
53	68	2
53	72	2
53	80	4
53	94	2
53	106	2
53	108	2
54	7	2
54	9	2
54	21	2
54	26	4
54	47	2
54	65	2
54	74	2
54	87	2
54	89	2
54	103	2
54	107	2
55	7	2
55	9	4
55	26	4
55	42	2
55	51	4
55	60	2
55	66	4
55	81	2
55	86	3
55	92	2
55	110	4
56	5	2
56	24	2
56	45	2
56	60	2
56	70	2
56	83	3
56	86	2
56	94	3
56	104	2
56	111	2
56	112	2
57	3	3
57	5	2
57	12	3
57	25	3
57	37	3
57	41	2
57	46	2
57	47	2
57	60	2
57	82	2
57	103	2
58	7	4
58	16	4
58	44	2
58	46	2
58	50	4
58	66	2
58	76	3
58	91	1
58	94	2
58	97	4
58	108	4
59	40	1
59	44	4
59	48	1
59	76	2
59	80	4
59	83	4
59	86	4
59	92	1
59	99	1
59	103	1
59	112	1
60	2	4
60	16	4
60	21	4
60	22	4
60	29	4
60	39	4
60	45	1
60	58	4
60	66	1
60	81	1
60	93	4
61	5	2
61	10	3
61	21	1
61	25	2
61	27	1
61	43	3
61	45	3
61	66	3
61	76	4
61	95	1
61	96	1
62	40	3
62	44	1
62	48	3
62	50	1
62	76	1
62	80	2
62	83	1
62	86	1
62	99	1
62	103	4
62	112	4
63	1	1
63	10	1
63	11	1
63	16	3
63	39	1
63	43	1
63	45	1
63	62	1
63	68	1
63	74	1
63	79	1
64	4	2
64	16	4
64	40	3
64	68	2
64	79	4
64	86	3
64	87	1
64	94	4
64	104	4
64	109	3
64	111	2
65	5	1
65	49	2
65	58	1
65	60	4
65	62	1
65	65	4
65	66	2
65	83	4
65	89	4
65	94	1
65	101	2
66	10	2
66	11	2
66	16	4
66	22	2
66	39	2
66	43	1
66	45	1
66	62	1
66	66	2
66	74	2
66	79	1
67	40	2
67	44	2
67	48	2
67	76	2
67	80	2
67	83	2
67	86	2
67	92	2
67	99	2
67	103	2
67	112	3
68	4	4
68	7	4
68	23	1
68	26	4
68	37	4
68	39	4
68	51	4
68	67	4
68	74	4
68	99	4
68	111	4
69	10	2
69	17	1
69	21	2
69	49	2
69	66	1
69	68	3
69	74	3
69	83	3
69	99	4
69	101	2
69	104	1
70	4	2
70	16	2
70	25	3
70	32	2
70	43	2
70	60	2
70	62	4
70	70	4
70	84	2
70	104	1
70	112	2
71	5	2
71	8	4
71	25	2
71	29	4
71	43	2
71	60	1
71	69	2
71	76	3
71	86	1
71	104	2
71	107	4
72	5	2
72	44	2
72	46	3
72	47	4
72	51	3
72	66	4
72	77	4
72	92	4
72	106	4
72	110	4
72	112	4
73	2	3
73	16	3
73	21	1
73	22	3
73	29	3
73	39	3
73	58	3
73	66	1
73	80	1
73	81	3
73	93	3
74	1	4
74	15	4
74	36	4
74	37	4
74	47	4
74	60	4
74	73	4
74	74	4
74	86	4
74	104	4
74	110	4
75	7	1
75	9	3
75	26	4
75	42	1
75	51	3
75	60	3
75	66	1
75	81	2
75	86	3
75	92	1
75	110	1
76	18	1
76	25	2
76	46	2
76	54	1
76	58	1
76	64	1
76	87	1
76	88	1
76	103	1
76	111	1
76	112	1
77	6	3
77	9	4
77	18	3
77	41	3
77	48	1
77	51	3
77	54	3
77	57	1
77	88	3
77	103	3
77	106	3
78	7	1
78	16	1
78	44	1
78	46	2
78	50	4
78	66	4
78	76	2
78	91	4
78	94	1
78	97	4
78	108	4
79	33	3
79	38	3
79	43	3
79	45	4
79	53	2
79	55	3
79	57	3
79	58	3
79	62	3
79	111	3
79	112	3
80	1	3
80	33	1
80	38	1
80	43	1
80	45	2
80	53	2
80	55	1
80	57	1
80	58	1
80	62	1
80	112	2
81	12	3
81	17	3
81	36	3
81	41	3
81	45	3
81	75	3
81	81	3
81	82	3
81	101	3
81	102	3
81	112	3
82	26	2
82	29	2
82	30	1
82	33	2
82	42	2
82	66	4
82	68	4
82	96	2
82	97	2
82	109	2
82	110	2
83	1	4
83	33	4
83	38	4
83	43	4
83	45	1
83	53	1
83	57	4
83	58	2
83	62	4
83	68	1
83	112	1
84	1	4
84	15	4
84	36	4
84	37	4
84	47	4
84	60	4
84	73	4
84	74	4
84	86	4
84	104	3
84	110	4
85	5	2
85	18	3
85	20	1
85	25	2
85	43	2
85	53	2
85	68	1
85	72	1
85	74	1
85	76	1
85	112	1
86	5	2
86	7	2
86	12	2
86	15	2
86	25	1
86	43	2
86	46	1
86	61	1
86	62	4
86	90	2
86	104	2
87	7	4
87	9	1
87	10	2
87	36	2
87	43	2
87	46	2
87	51	4
87	73	2
87	93	2
87	94	4
87	103	2
88	1	2
88	18	2
88	25	4
88	46	1
88	54	2
88	58	1
88	64	2
88	87	2
88	88	2
88	111	2
88	112	2
89	4	3
89	16	3
89	25	1
89	32	3
89	43	3
89	58	3
89	62	4
89	70	3
89	78	3
89	84	3
89	91	3
90	12	4
90	40	1
90	44	3
90	46	2
90	48	1
90	76	2
90	80	1
90	83	1
90	86	2
90	92	1
90	112	1
91	5	4
91	44	4
91	46	3
91	47	4
91	51	4
91	66	4
91	77	3
91	92	4
91	106	4
91	110	3
91	112	4
92	7	1
92	9	3
92	26	1
92	34	1
92	47	1
92	58	1
92	87	1
92	88	1
92	90	1
92	97	1
92	103	4
93	25	1
93	46	4
93	54	1
93	58	1
93	64	1
93	87	1
93	88	1
93	91	3
93	108	3
93	111	1
93	112	1
94	1	3
94	15	2
94	36	2
94	37	3
94	47	4
94	60	3
94	73	2
94	74	3
94	86	1
94	104	2
94	110	2
95	6	4
95	9	2
95	18	4
95	41	4
95	48	4
95	51	2
95	54	4
95	57	4
95	88	4
95	103	4
95	106	4
96	5	2
96	10	4
96	21	4
96	25	1
96	27	4
96	45	4
96	58	4
96	66	4
96	76	1
96	95	4
96	96	4
97	2	3
97	7	2
97	25	1
97	46	3
97	58	3
97	68	2
97	74	3
97	94	1
97	100	2
97	109	3
97	110	1
98	10	1
98	13	1
98	16	4
98	29	4
98	40	1
98	74	4
98	80	1
98	86	1
98	92	1
98	94	4
98	106	4
99	8	3
99	113	3
99	28	3
99	30	4
99	41	3
99	56	3
99	68	3
99	71	3
99	80	3
99	98	3
99	105	3
100	26	4
100	29	1
100	30	4
100	33	4
100	42	4
100	66	1
100	68	2
100	96	4
100	97	4
100	109	1
100	110	4
101	7	1
101	25	3
101	46	2
101	58	1
101	66	3
101	68	1
101	74	1
101	83	1
101	94	3
101	100	1
101	109	1
102	8	2
102	113	2
102	28	2
102	30	2
102	41	2
102	56	1
102	68	1
102	71	1
102	86	2
102	98	1
102	105	2
103	10	3
103	11	3
103	12	3
103	17	4
103	21	3
103	68	3
103	74	3
103	83	4
103	87	3
103	99	3
103	104	1
104	7	1
104	9	3
104	26	1
104	47	1
104	51	3
104	63	1
104	66	1
104	84	1
104	86	1
104	90	1
104	103	1
105	7	1
105	9	2
105	26	1
105	34	3
105	47	1
105	58	1
105	87	3
105	88	3
105	90	3
105	97	3
105	103	3
106	5	2
106	8	1
106	29	1
106	43	2
106	46	2
106	66	1
106	69	1
106	76	2
106	83	1
106	86	1
106	107	1
107	2	4
107	25	2
107	36	2
107	46	3
107	60	4
107	67	1
107	76	2
107	97	2
107	103	4
107	110	2
107	112	3
108	4	4
108	7	4
108	23	4
108	26	4
108	37	4
108	39	4
108	51	3
108	67	4
108	74	4
108	99	4
108	111	4
109	5	2
109	7	1
109	12	1
109	15	2
109	25	2
109	46	2
109	61	2
109	62	1
109	76	2
109	90	2
109	104	1
110	5	2
110	21	1
110	36	1
110	45	2
110	58	1
110	60	1
110	62	1
110	65	1
110	89	1
110	94	2
110	101	1
111	10	3
111	13	4
111	15	3
111	16	3
111	29	3
111	40	3
111	74	3
111	80	2
111	86	3
111	92	3
111	106	3
112	4	3
112	16	2
112	18	1
112	40	1
112	68	1
112	79	1
112	86	2
112	94	2
112	104	1
112	109	1
112	111	3
113	5	2
113	9	3
113	26	3
113	43	2
113	47	3
113	51	4
113	59	2
113	60	2
113	79	2
113	80	3
113	110	2
114	4	3
114	7	3
114	23	2
114	26	3
114	37	3
114	39	3
114	51	2
114	67	3
114	74	3
114	99	3
114	111	3
115	7	2
115	12	2
115	44	4
115	46	1
115	57	2
115	58	2
115	60	2
115	68	1
115	74	2
115	76	2
115	86	4
116	1	4
116	4	4
116	13	3
116	18	4
116	24	4
116	69	2
116	73	4
116	82	4
116	83	4
116	85	4
116	94	1
117	9	2
117	16	1
117	26	2
117	46	2
117	47	3
117	48	2
117	51	3
117	74	2
117	76	3
117	81	2
117	91	1
118	7	1
118	12	3
118	44	2
118	46	2
118	57	1
118	58	3
118	60	4
118	68	3
118	74	3
118	76	2
118	103	3
119	3	3
119	16	4
119	25	2
119	43	3
119	58	2
119	62	3
119	68	2
119	88	3
119	97	3
119	99	3
119	106	3
120	8	2
120	10	2
120	113	2
120	30	2
120	41	2
120	53	1
120	68	2
120	71	2
120	73	2
120	86	2
120	105	2
121	9	3
121	12	3
121	26	3
121	29	3
121	47	2
121	51	3
121	52	3
121	85	3
121	96	3
121	103	3
121	112	3
122	7	3
122	9	2
122	26	4
122	47	2
122	51	3
122	63	3
122	66	3
122	84	4
122	86	3
122	90	4
122	103	4
123	2	2
123	5	1
123	12	2
123	16	2
123	21	4
123	29	2
123	58	2
123	80	2
123	81	4
123	93	2
123	105	1
124	3	1
124	16	4
124	25	3
124	43	4
124	58	4
124	62	1
124	68	4
124	88	1
124	97	4
124	99	4
124	106	4
125	10	2
125	13	1
125	16	4
125	29	2
125	40	4
125	74	4
125	80	3
125	81	2
125	86	3
125	92	4
125	107	4
126	5	2
126	18	1
126	20	1
126	25	2
126	43	2
126	53	1
126	72	1
126	74	1
126	76	3
126	83	1
126	112	3
127	2	2
127	36	2
127	43	4
127	46	1
127	60	4
127	67	2
127	76	2
127	97	2
127	103	2
127	110	2
127	112	2
128	36	1
128	43	3
128	46	3
128	60	2
128	62	1
128	67	1
128	76	1
128	97	1
128	103	1
128	110	1
128	112	1
129	10	2
129	13	1
129	15	1
129	16	1
129	29	1
129	40	1
129	74	1
129	80	2
129	81	1
129	86	1
129	92	1
130	5	2
130	21	1
130	25	3
130	27	1
130	58	1
130	66	1
130	76	2
130	78	1
130	91	1
130	95	1
130	96	1
131	3	2
131	9	1
131	12	2
131	19	2
131	26	4
131	47	2
131	51	3
131	60	4
131	82	2
131	94	1
131	95	2
132	4	1
132	7	4
132	23	1
132	26	3
132	37	1
132	39	1
132	51	4
132	67	1
132	74	1
132	99	1
132	111	4
133	25	1
133	43	2
133	58	3
133	62	2
133	73	3
133	74	3
133	76	2
133	83	3
133	87	3
133	89	3
133	104	2
134	5	3
134	9	2
134	26	2
134	43	4
134	47	2
134	51	3
134	59	2
134	60	4
134	79	4
134	80	2
134	110	4
135	13	3
135	14	3
135	31	3
135	35	2
135	53	2
135	68	1
135	72	2
135	80	2
135	94	3
135	98	2
135	108	3
136	26	4
136	29	4
136	30	4
136	33	4
136	42	4
136	66	4
136	68	4
136	96	4
136	97	4
136	109	4
136	110	3
137	7	1
137	9	2
137	26	2
137	47	2
137	51	2
137	63	2
137	66	2
137	84	4
137	86	1
137	90	4
137	103	2
138	17	1
138	21	2
138	36	1
138	41	1
138	45	2
138	75	1
138	81	1
138	82	2
138	101	2
138	102	1
138	112	1
139	5	2
139	8	3
139	25	2
139	43	3
139	60	3
139	69	3
139	76	4
139	86	2
139	104	3
139	107	3
139	112	3
140	9	2
140	12	3
140	26	3
140	29	3
140	47	3
140	51	2
140	52	3
140	85	3
140	96	3
140	103	3
140	112	3
141	3	1
141	9	1
141	12	3
141	19	1
141	26	2
141	47	2
141	51	2
141	60	1
141	82	1
141	94	2
141	95	1
142	9	2
142	12	2
142	26	1
142	29	2
142	47	4
142	51	4
142	52	2
142	85	4
142	96	4
142	103	4
142	112	4
143	7	3
143	9	3
143	10	3
143	36	1
143	43	3
143	46	1
143	51	1
143	73	1
143	93	1
143	94	3
143	103	3
144	5	4
144	9	2
144	26	4
144	43	1
144	47	1
144	51	1
144	59	1
144	60	1
144	79	1
144	80	1
144	110	1
145	25	4
145	43	1
145	45	2
145	58	1
145	62	1
145	73	3
145	76	1
145	83	1
145	87	1
145	89	1
145	104	1
146	3	3
146	16	2
146	25	2
146	41	3
146	43	3
146	58	3
146	66	3
146	88	3
146	97	3
146	99	3
146	112	1
147	7	1
147	9	4
147	10	4
147	36	1
147	43	1
147	46	3
147	51	4
147	73	4
147	93	1
147	94	3
147	103	4
148	7	1
148	9	2
148	26	1
148	34	1
148	47	1
148	58	1
148	87	1
148	88	1
148	90	1
148	97	2
148	103	1
149	6	2
149	9	2
149	18	4
149	41	4
149	48	4
149	51	4
149	54	4
149	57	4
149	88	4
149	103	2
149	106	4
150	7	1
150	9	2
150	26	4
150	42	4
150	51	1
150	60	1
150	66	1
150	81	1
150	86	2
150	92	1
150	110	1
151	7	2
151	16	3
151	44	1
151	46	1
151	50	2
151	66	2
151	76	2
151	94	4
151	97	2
151	99	2
151	103	2
152	7	4
152	9	4
152	26	2
152	34	2
152	47	2
152	58	4
152	87	2
152	88	2
152	90	2
152	97	4
152	103	2
153	33	3
153	43	1
153	45	3
153	53	2
153	55	3
153	57	3
153	58	3
153	62	3
153	94	3
153	111	3
153	112	3
154	2	2
154	7	2
154	25	2
154	46	1
154	58	2
154	68	3
154	74	2
154	83	2
154	94	1
154	100	2
154	109	2
155	1	4
155	4	4
155	13	1
155	18	4
155	24	2
155	68	4
155	69	1
155	82	2
155	83	4
155	85	4
155	94	4
156	5	2
156	12	2
156	17	1
156	41	1
156	75	1
156	80	2
156	81	1
156	82	2
156	101	1
156	105	1
156	112	2
157	11	1
157	12	1
157	16	2
157	40	1
157	79	1
157	86	1
157	87	1
157	94	2
157	104	1
157	109	1
157	111	3
158	9	2
158	12	2
158	26	2
158	29	2
158	47	2
158	51	2
158	52	2
158	85	2
158	96	2
158	103	4
158	112	4
159	7	4
159	9	3
159	26	4
159	34	4
159	47	4
159	58	4
159	87	4
159	88	4
159	90	4
159	97	4
159	103	4
160	13	1
160	14	1
160	28	1
160	31	1
160	35	1
160	56	1
160	68	1
160	72	1
160	80	1
160	98	3
160	108	1
161	5	2
161	21	2
161	45	2
161	49	2
161	58	1
161	60	1
161	62	4
161	65	1
161	89	1
161	94	1
161	101	1
162	4	4
162	16	4
162	25	1
162	32	4
162	43	4
162	60	4
162	62	4
162	70	2
162	84	4
162	104	4
162	112	4
163	5	2
163	18	1
163	20	1
163	25	2
163	43	4
163	53	2
163	62	1
163	68	1
163	72	1
163	76	3
163	112	2
164	5	2
164	24	2
164	45	1
164	60	4
164	66	4
164	70	4
164	83	4
164	86	2
164	94	2
164	104	3
164	112	4
165	36	2
165	43	2
165	46	3
165	60	2
165	62	1
165	67	2
165	76	4
165	97	2
165	103	2
165	110	2
165	112	2
166	12	1
166	17	1
166	36	4
166	41	4
166	75	1
166	81	4
166	82	1
166	101	1
166	102	4
166	105	4
166	112	4
167	5	3
167	24	1
167	25	3
167	41	1
167	60	1
167	66	4
167	70	1
167	83	1
167	86	4
167	104	1
167	112	1
168	3	4
168	16	3
168	25	1
168	41	4
168	43	2
168	58	1
168	66	4
168	88	4
168	97	4
168	99	4
168	106	4
169	1	3
169	15	4
169	36	3
169	37	2
169	47	3
169	60	3
169	73	3
169	74	2
169	86	1
169	104	1
169	110	1
170	7	3
170	9	3
170	21	2
170	26	3
170	47	3
170	65	2
170	74	3
170	87	3
170	89	3
170	103	3
170	107	3
171	3	4
171	5	1
171	12	4
171	25	1
171	41	1
171	44	3
171	46	2
171	47	4
171	60	1
171	82	1
171	92	1
172	9	4
172	16	3
172	26	3
172	46	4
172	47	3
172	48	3
172	51	3
172	74	3
172	76	2
172	81	3
172	91	1
173	3	2
173	9	2
173	12	2
173	19	2
173	26	2
173	47	3
173	51	3
173	60	2
173	82	2
173	94	3
173	95	2
174	7	2
174	44	2
174	46	2
174	57	2
174	58	2
174	60	3
174	68	3
174	74	1
174	76	2
174	86	2
174	110	3
175	3	2
175	5	1
175	12	2
175	25	3
175	37	1
175	41	2
175	44	1
175	47	3
175	60	3
175	82	2
175	103	4
176	26	2
176	29	3
176	30	2
176	33	2
176	42	2
176	66	2
176	68	2
176	96	3
176	97	2
176	109	3
176	110	2
177	7	4
177	29	3
177	46	3
177	58	4
177	66	4
177	68	1
177	74	4
177	83	4
177	94	3
177	100	4
177	109	3
178	1	3
178	10	4
178	11	2
178	16	2
178	38	2
178	43	4
178	45	3
178	62	3
178	68	3
178	74	3
178	79	2
179	5	2
179	9	3
179	26	3
179	43	1
179	47	1
179	51	1
179	59	2
179	60	1
179	79	1
179	80	1
179	110	3
180	4	3
180	7	2
180	23	2
180	26	2
180	37	3
180	39	2
180	51	3
180	67	3
180	74	2
180	99	2
180	111	3
181	5	3
181	44	2
181	46	1
181	47	3
181	51	2
181	66	2
181	77	2
181	86	1
181	106	2
181	110	3
181	112	3
182	33	2
182	43	2
182	45	2
182	53	2
182	55	2
182	57	3
182	58	1
182	62	2
182	94	2
182	111	2
182	112	4
183	7	2
183	9	3
183	26	1
183	47	2
183	51	3
183	63	2
183	66	4
183	84	4
183	86	4
183	90	3
183	103	2
184	25	3
184	58	3
184	62	4
184	73	3
184	74	3
184	76	2
184	83	1
184	87	3
184	89	3
184	104	3
184	112	4
185	5	2
185	21	3
185	36	1
185	45	1
185	58	3
185	60	1
185	62	3
185	65	1
185	89	1
185	94	1
185	102	1
186	5	2
186	44	2
186	46	2
186	47	1
186	51	1
186	66	1
186	77	3
186	92	1
186	106	3
186	110	1
186	112	2
187	26	3
187	29	2
187	30	2
187	33	2
187	42	2
187	66	1
187	68	1
187	96	2
187	97	2
187	109	2
187	110	2
188	5	2
188	7	2
188	12	4
188	15	3
188	25	4
188	46	2
188	61	3
188	76	1
188	90	3
188	103	3
188	104	3
189	7	2
189	12	2
189	37	3
189	44	2
189	46	1
189	57	1
189	58	1
189	60	1
189	68	2
189	74	1
189	76	3
190	1	4
190	10	4
190	13	4
190	24	4
190	53	4
190	69	2
190	73	4
190	82	4
190	83	4
190	85	4
190	94	2
191	12	2
191	16	1
191	40	4
191	68	1
191	79	2
191	86	4
191	87	4
191	94	4
191	104	4
191	109	4
191	111	2
192	3	1
192	16	3
192	25	4
192	41	4
192	43	3
192	58	4
192	62	4
192	88	4
192	97	3
192	99	4
192	106	4
193	8	4
193	10	3
193	113	3
193	30	3
193	41	4
193	53	3
193	56	2
193	68	3
193	71	3
193	86	2
193	105	3
194	4	2
194	16	1
194	25	2
194	32	4
194	43	3
194	62	2
194	70	4
194	84	4
194	91	2
194	104	4
194	112	2
195	6	4
195	9	2
195	18	3
195	41	3
195	48	3
195	51	3
195	54	3
195	57	3
195	88	3
195	103	4
195	106	3
196	10	2
196	13	4
196	24	2
196	53	2
196	69	4
196	73	2
196	82	2
196	83	2
196	85	2
196	86	4
196	94	1
197	2	4
197	7	1
197	25	3
197	46	4
197	58	2
197	68	1
197	74	4
197	83	4
197	94	3
197	100	4
197	109	2
198	4	2
198	16	2
198	25	1
198	32	4
198	43	1
198	62	1
198	70	2
198	78	4
198	84	1
198	91	2
198	112	1
199	5	2
199	21	2
199	49	1
199	58	2
199	60	2
199	62	3
199	65	2
199	66	2
199	89	2
199	94	3
199	101	2
200	1	4
200	18	4
200	46	3
200	54	4
200	64	4
200	76	2
200	87	4
200	88	4
200	103	4
200	111	1
200	112	1
