
104	70	2
104	88	3
104	115	4
105	61	1
105	89	2
105	104	2
105	62	3
105	73	3
105	93	4
106	84	1
106	88	2
106	118	3
106	89	4
107	89	1
107	56	2
107	108	3
107	79	4
107	104	4
108	70	1
108	115	1
108	93	2
108	114	3
108	52	4
109	118	1
109	114	2
109	58	3
109	69	3
109	93	4
110	61	1
110	88	2
110	89	3
110	118	4
111	89	1
111	118	2
111	108	3
111	84	4
112	108	1
112	89	2
112	88	3
112	93	4
113	89	1
113	115	2
113	88	3
113	111	4
114	93	1
114	115	2
114	114	3
114	70	4
115	93	1
115	108	2
115	70	3
115	118	4
116	58	1
116	89	2
116	61	3
116	62	4
116	96	4
117	88	1
117	94	2
117	93	3
117	89	4
118	89	1
118	118	2
118	58	3
118	79	4
119	89	1
119	118	2
119	61	3
119	90	3
120	88	1
120	111	2
120	61	3
120	89	4
121	93	1
121	58	2
121	108	3
121	70	4
121	118	4
122	108	1
122	104	2
122	56	3
122	89	3
122	79	4
123	97	1
123	92	2
123	115	3
123	108	4
124	63	1
124	69	1
124	93	2
124	108	3
124	114	4
124	118	3
125	89	1
125	115	2
125	111	3
126	114	1
126	92	2
126	115	3
126	70	4
127	61	1
127	88	2
127	89	3
127	111	4
128	96	1
128	107	1
128	88	2
128	70	3
128	115	4
129	115	1
129	108	2
129	70	3
129	92	3
129	93	4
130	111	1
130	114	2
130	70	3
130	93	3
130	118	4
131	79	1
131	108	2
131	89	3
131	61	4
132	88	1
132	89	2
132	86	3
132	104	4
132	109	4
133	70	1
133	89	1
133	56	2
133	79	3
133	108	4
134	93	1
134	89	2
134	86	3
134	61	4
135	108	1
135	115	2
135	85	3
135	70	4
136	70	1
136	108	2
136	114	3
136	97	4
137	115	1
137	108	2
137	93	3
137	92	4
138	62	1
138	88	2
138	93	3
138	89	4
139	93	1
139	108	2
139	105	3
139	106	3
139	115	4
140	93	1
140	61	2
140	104	3
140	89	4
141	89	1
141	58	2
141	62	2
141	96	3
141	61	4
142	62	1
142	89	2
142	96	2
142	115	3
142	58	4
142	61	4
143	62	1
143	89	2
143	104	3
143	93	4
144	115	1
144	111	2
144	114	2
144	118	3
144	93	4
145	63	1
145	69	1
145	93	2
145	58	3
145	92	3
145	114	4
146	86	1
146	89	1
146	88	2
146	94	3
146	93	4
147	58	1
147	85	1
147	89	2
147	61	3
147	79	4
148	88	1
148	104	2
148	62	3
148	94	3
148	93	4
149	118	1
149	61	2
149	89	3
149	84	4
150	79	1
150	104	1
150	89	2
150	108	3
150	56	4
151	88	1
151	93	1
151	61	2
151	94	3
151	89	4
152	118	1
152	114	2
152	93	3
152	108	4
153	93	1
153	108	2
153	114	3
153	58	4
154	79	1
154	85	2
154	118	3
154	89	4
155	88	1
155	94	2
155	108	3
155	115	4
156	58	1
156	85	1
156	79	2
156	89	3
156	118	4
157	92	1
157	93	2
157	63	3
157	69	3
157	58	4
158	97	1
158	92	2
158	108	3
158	70	4
159	93	1
159	70	2
159	115	3
159	105	4
159	106	4
160	96	1
160	115	2
160	92	3
160	108	4
161	115	1
161	114	2
161	93	3
161	111	4
162	118	1
162	61	2
162	89	3
162	90	4
163	70	1
163	52	2
163	93	3
163	97	4
164	93	1
164	58	2
164	63	2
164	114	3
164	69	4
165	86	1
165	104	2
165	109	2
165	92	3
165	89	4
166	52	1
166	70	2
166	93	3
166	91	4
167	95	1
167	98	1
167	99	2
167	62	3
167	74	4
168	54	1
168	53	2
168	55	3
168	89	4
168	110	4
169	51	1
169	58	1
169	57	2
169	85	2
169	87	3
169	103	3
169	108	3
169	72	4
170	82	1
170	78	2
170	81	2
170	57	3
170	54	4
171	50	1
171	110	1
171	53	2
171	54	2
171	89	3
171	55	4
171	77	4
171	78	4
172	57	1
172	76	1
172	116	1
172	122	2
172	78	3
172	101	3
172	113	3
172	87	4
173	54	1
173	57	1
173	78	2
173	81	2
173	65	3
173	82	4
174	104	1
174	113	1
174	70	2
174	112	2
174	116	4
175	71	1
175	60	2
175	74	3
175	68	4
176	103	1
176	85	2
176	99	3
176	58	4
177	100	1
177	68	2
177	64	3
177	119	4
178	56	1
178	113	2
178	116	3
178	122	4
179	53	1
179	54	1
179	78	2
179	55	3
179	77	4
180	64	1
180	102	1
180	119	2
180	120	2
180	100	3
180	68	4
181	100	1
181	102	2
181	119	2
181	64	3
181	119	3
181	68	4
182	78	1
182	67	2
182	116	3
182	122	4
183	95	1
183	98	2
183	74	3
183	99	3
183	117	4
184	78	1
184	116	2
184	112	3
184	113	3
184	104	4
185	75	1
185	113	1
185	95	2
185	121	2
185	52	3
185	59	3
185	66	4
186	66	1
186	113	2
186	95	3
186	75	4
187	54	1
187	65	2
187	66	2
187	82	3
187	120	3
187	81	4
188	87	1
188	103	1
188	57	2
188	51	3
188	58	3
188	85	3
188	72	4
188	108	4
189	117	1
189	71	2
189	67	3
189	68	4
189	80	4
190	108	1
190	78	2
190	112	3
190	116	4
191	58	1
191	85	2
191	87	2
191	51	3
191	72	4
191	103	4
192	74	1
192	98	2
192	113	2
192	99	3
192	82	4
192	95	4
192	108	4
192	120	4
193	108	1
193	74	2
193	113	3
193	82	4
193	95	4
194	120	1
194	66	2
194	78	2
194	65	3
194	54	4
195	105	1
195	75	2
195	66	3
195	95	3
195	52	4
196	58	1
196	72	2
196	57	3
196	51	4
197	116	1
197	67	2
197	102	3
197	50	4
197	108	4
197	113	4
198	67	1
198	122	1
198	108	2
198	50	3
198	78	3
198	113	4
198	116	4
199	82	1
199	71	2
199	74	3
199	80	4
200	71	1
200	60	2
200	68	3
200	80	3
200	67	4
201	58	1
201	62	1
201	96	1
201	115	1
201	89	2
202	94	1
202	114	2
202	115	3
203	70	1
203	96	2
203	107	2
203	115	2
204	86	1
204	92	1
204	104	1
204	109	1
204	88	2
204	89	3
205	70	1
205	106	1
205	93	2
205	108	3
205	115	4
206	70	1
206	88	2
206	115	2
206	91	3
206	96	3
207	62	1
207	73	1
207	104	1
207	89	2
207	93	3
208	52	1
208	93	1
208	114	1
208	70	2
208	91	3
209	61	1
209	89	2
209	111	3
209	115	3
210	70	1
210	115	1
210	85	2
210	108	3
211	61	1
211	62	1
211	89	2
211	96	3
211	115	4
212	61	1
212	62	1
212	73	1
212	88	1
212	89	2
212	93	3
212	104	3
213	91	1
213	96	1
213	115	3
214	96	1
214	107	2
214	115	3
215	70	1
215	91	2
215	97	3
216	114	1
216	115	2
217	91	1
217	96	1
218	52	1
218	93	2
218	114	3
218	115	4
219	61	1
219	93	1
220	70	1
220	96	2
221	74	1
221	82	2
221	95	2
221	98	2
221	108	2
221	113	2
221	120	2
221	99	3
222	50	1
222	54	1
222	55	1
222	77	1
222	78	1
222	89	1
222	110	1
222	53	2
223	74	1
223	100	2
224	57	3
224	76	4
224	78	4
224	87	4
224	101	4
224	113	4
224	116	4
224	122	2
225	52	1
225	59	2
225	75	2
225	95	2
225	121	2
225	66	3
225	113	4
226	59	1
226	66	1
226	95	1
226	105	1
226	113	1
226	121	1
227	50	1
227	113	1
227	67	2
227	116	2
227	78	3
227	122	3
227	102	4
228	57	1
228	122	1
228	76	2
228	101	2
228	113	2
228	87	4
229	50	1
229	51	2
229	53	2
229	77	3
229	110	4
230	64	1
230	100	2
231	64	1
231	57	2
231	76	3
231	87	4
231	101	4
231	113	4
231	116	4
232	70	1
232	112	1
232	104	2
232	113	2
232	116	2
233	57	1
233	101	1
233	76	2
233	113	2
233	78	3
233	116	3
233	87	4
233	122	4
234	54	1
234	57	2
234	65	3
234	66	3
234	81	3
234	82	3
234	120	3
234	78	4
235	70	1
235	116	1
235	78	2
235	113	2
235	104	3
235	112	4
236	60	1
236	67	1
236	84	1
236	117	1
236	68	2
236	80	2
236	71	3
236	74	4
237	91	1
237	40	2
237	50	3
237	18	4
238	74	1
238	43	2
238	73	3
238	40	3
238	77	3
238	44	4
239	86	1
239	40	1
239	36	1
239	44	1
239	18	1
239	43	2
239	60	3
239	40	4
240	79	1
240	32	1
240	75	1
240	65	1
240	43	2
240	53	3
241	82	1
241	65	2
241	18	3
241	75	4
242	82	1
242	65	2
242	73	3
242	40	4
242	77	4
243	45	1
243	86	1
243	74	1
243	64	1
243	86	1
243	40	1
243	18	1
243	43	2
244	45	1
244	36	1
244	75	1
244	64	1
244	43	2
244	60	2
244	81	3
245	82	1
245	77	1
245	65	2
245	40	2
245	40	3
245	77	3
245	73	4
246	45	1
246	40	1
246	86	2
246	18	2
246	74	3
246	64	4
247	65	1
247	73	1
247	40	2
247	36	3
247	87	4
248	45	1
248	86	2
248	44	3
248	90	4
249	45	1
249	86	2
249	72	3
249	44	3
250	65	1
250	75	1
250	73	1
250	40	2
250	65	2
250	77	2
250	36	3
250	87	4
